account_id,follower_count,following_count,media_count
1616,625,1565,74
1617,942,2752,105
1618,592,1123,30
1619,104,1883,6
1620,413,583,0
1621,457,655,0
1622,19,1871,0
1623,226,2461,18
1624,292,2088,0
1625,968,0,0
1626,0,675,170
1627,819,1031,82
1628,20,476,9
1629,0,1145,302
1630,809,1592,0
1631,642,1780,162
1632,837,2485,46
1633,668,404,142
1634,1137,0,69
1635,577,1114,0
1636,311,2689,68
1637,497,252,94
1638,833,1453,0
1639,79,1463,266
1640,126,942,91
1641,254,751,130
1642,0,0,0
1643,421,0,132
1644,0,0,175
1645,389,341,85
1646,692,1877,57
1647,191,638,0
1648,994,208,34
1649,0,0,3
1650,813,1422,119
1651,621,2147,0
1652,0,1842,118
1653,1380,1370,0
1654,345,0,29
1655,42,381,124
1656,0,2755,0
1657,287,1903,127
1658,322,0,117
1659,407,687,28
1660,258,1119,182
1661,605,0,66
1662,225,0,176
1663,0,846,250
1664,313,0,32
1665,0,0,127
1666,501,378,0
1667,4,606,0
1668,430,735,37
1669,859,0,0
1670,15,517,0
1671,765,0,121
1672,208,1065,2
1673,1023,0,134
1674,233,445,90
1675,56,1693,256
1676,625,0,114
1677,207,1484,177
1678,55,1938,101
1679,191,0,91
1680,352,588,183
1681,869,0,129
1682,0,622,80
1683,378,737,80
1684,602,0,115
1685,441,2732,0
1686,857,1040,0
1687,341,0,211
1688,300,2257,258
1689,590,0,0
1690,406,0,0
1691,224,0,180
1692,562,2604,115
1693,126,1087,130
1694,141,1425,154
1695,172,1055,32
1696,873,1337,93
1697,0,825,85
1698,517,1024,0
1699,382,855,91
1700,0,116,191
1701,485,696,22
1702,546,1027,74
1703,589,858,80
1704,0,0,27
1705,878,0,130
1706,94,1862,0
1707,625,427,201
1708,645,1348,125
1709,42,0,0
1710,615,0,240
1711,225,0,76
1712,0,514,0
1713,804,57,176
1714,80,2080,111
1715,51,930,0
1716,219,2653,1
1717,471,1162,88
1718,348,0,0
1719,573,1835,67
1720,0,0,75
1721,92,982,0
1722,326,0,87
1723,1077,2957,58
1724,327,2231,0
1725,774,0,156
1726,383,613,148
1727,189,997,26
1728,277,1636,36
1729,306,774,136
1730,594,0,36
1731,882,3,0
1732,503,740,110
1733,812,2019,0
1734,9,1186,16
1735,215,0,214
1736,99,1414,43
1737,486,345,58
1738,235,1664,112
1739,641,3353,112
1740,22,374,0
1741,385,1572,51
1742,625,0,61
1743,0,628,87
1744,1160,775,89
1745,264,544,335
1746,0,3287,0
1747,428,428,163
1748,382,1350,185
1749,339,0,111
1750,739,1190,0
1751,648,1923,236
1752,480,200,0
1753,537,0,0
1754,330,704,183
1755,1031,762,18
1756,0,1492,229
1757,421,2821,0
1758,393,352,0
1759,672,0,0
1760,55,0,102
1761,0,949,34
1762,428,1239,5
1763,474,181,210
1764,924,1548,220
1765,0,1225,13
1766,800,789,0
1767,1252,0,0
1768,228,247,83
1769,0,0,128
1770,217,988,64
1771,374,771,50
1772,579,939,0
1773,149,1265,128
1774,949,1143,238
1775,0,630,0
1776,0,795,49
1777,782,0,0
1778,0,142,0
1779,293,796,0
1780,1531,0,98
1781,365,1632,101
1782,0,64,214
1783,348,968,59
1784,350,865,0
1785,429,1515,32
1786,616,1674,0
1787,0,1461,0
1788,998,0,120
1789,460,1977,78
1790,640,2321,121
1791,135,246,19
1792,849,989,143
1793,273,0,13
1794,473,0,178
1795,21,0,95
1796,0,187,35
1797,626,378,80
1798,204,0,56
1799,51,0,229
1800,129,733,84
1801,630,0,57
1802,135,1305,32
1803,325,1448,148
1804,375,3202,134
1805,0,1907,28
1806,0,995,0
1807,494,104,0
1808,94,1048,38
1809,763,1081,202
1810,729,214,31
1811,637,1553,0
1812,1047,0,0
1813,338,492,220
1814,611,1318,119
1815,151,447,143
1816,1283,531,161
1817,1109,602,40
1818,374,0,67
1819,513,1956,217
1820,876,0,77
1821,314,1073,121
1822,124,1171,151
1823,695,0,127
1824,398,820,44
1825,437,0,54
1826,58,2181,141
1827,0,0,141
1828,457,69,183
1829,706,0,117
1830,285,0,122
1831,905,2387,10
1832,107,1305,0
1833,0,889,141
1834,344,66,0
1835,338,1681,55
1836,656,0,206
1837,80,1564,189
1838,879,0,90
1839,1102,79,26
1840,355,1527,44
1841,835,1636,151
1842,0,1361,54
1843,770,0,0
1844,759,283,188
1845,691,906,77
1846,363,0,0
1847,0,2160,109
1848,130,0,162
1849,136,0,0
1850,4,218,36
1851,415,0,31
1852,213,0,106
1853,62,1390,125
1854,0,776,0
1855,102,2369,0
1856,787,2340,168
1857,123,1191,0
1858,177,1068,87
1859,199,812,43
1860,495,0,75
1861,539,0,235
1862,0,848,384
1863,750,1380,0
1864,905,1043,163
1865,0,0,41
1866,7,1712,170
1867,201,2275,160
1868,87,1713,209
1869,453,1766,88
1870,0,167,0
1871,0,1855,157
1872,943,895,70
1873,23,1272,32
1874,833,1122,6
1875,502,619,166
1876,0,0,230
1877,606,659,0
1878,325,1763,124
1879,199,288,18
1880,460,1667,0
1881,546,1505,73
1882,633,436,0
1883,808,2178,0
1884,521,377,0
1885,0,2303,0
1886,193,1193,0
1887,1466,728,0
1888,639,0,15
1889,1252,653,0
1890,889,534,98
1891,459,0,121
1892,481,520,86
1893,355,0,32
1894,0,1349,29
1895,376,2093,0
1896,820,0,0
1897,146,2512,133
1898,523,612,0
1899,687,0,49
1900,30,1527,23
1901,201,283,122
1902,0,660,0
1903,63,327,59
1904,0,0,94
1905,33,1492,0
1906,898,449,0
1907,28,0,48
1908,416,1313,113
1909,182,0,77
1910,809,0,118
1911,858,1976,0
1912,691,0,0
1913,483,0,67
1914,283,1387,0
1915,0,431,0
1916,1094,520,158
1917,86,420,78
1918,616,983,0
1919,764,0,0
1920,162,2268,124
1921,756,0,80
1922,654,1204,0
1923,1013,1407,0
1924,194,0,260
1925,0,0,0
1926,181,1795,114
1927,447,0,220
1928,391,118,73
1929,222,1660,0
1930,0,780,0
1931,544,0,0
1932,1104,2548,98
1933,542,197,213
1934,596,328,15
1935,582,1008,0
1936,517,1390,133
1937,716,2769,0
1938,516,0,87
1939,253,1597,62
1940,72,1511,14
1941,276,603,56
1942,486,1557,247
1943,251,1709,123
1944,486,0,175
1945,533,2551,0
1946,680,0,175
1947,847,0,126
1948,398,474,0
1949,0,2732,116
1950,240,426,2
1951,386,711,0
1952,0,2223,72
1953,887,434,115
1954,422,0,74
1955,511,313,46
1956,878,2160,22
1957,134,817,323
1958,583,2738,0
1959,328,1506,151
1960,300,78,59
1961,81,797,0
1962,990,0,52
1963,229,54,0
1964,630,5369,0
1965,0,1796,53
1966,809,1633,0
1967,761,101,112
1968,405,2365,0
1969,284,1879,0
1970,518,2687,0
1971,1222,2637,291
1972,0,0,0
1973,661,0,104
1974,29,0,0
1975,362,0,20
1976,277,1078,122
1977,209,159,117
1978,365,2884,0
1979,0,2711,0
1980,753,738,124
1981,0,2763,117
1982,570,2281,27
1983,247,279,105
1984,0,0,10
1985,445,519,0
1986,0,79,58
1987,384,957,113
1988,0,836,91
1989,541,809,112
1990,25,1285,0
1991,201,0,227
1992,479,1169,21
1993,81,290,45
1994,347,951,0
1995,0,1733,37
1996,604,0,115
1997,1027,454,139
1998,1410,622,225
1999,403,213,113
2000,663,1673,87
2001,0,0,10
2002,929,171,0
2003,658,11,162
2004,189,1872,160
2005,830,236,0
2006,274,1219,135
2007,198,2784,127
2008,546,667,0
2009,0,1892,116
2010,750,2470,0
2011,0,1805,0
2012,0,727,40
2013,30,1407,85
2014,652,0,45
2015,139,0,366
2016,0,120,98
2017,143,3058,73
2018,357,0,104
2019,0,0,10
2020,0,0,157
2021,1156,1322,96
2022,48,892,91
2023,249,1866,0
2024,232,1437,0
2025,212,0,4
2026,601,0,88
2027,723,2154,10
2028,255,534,89
2029,0,1970,33
2030,844,590,104
2031,334,0,0
2032,1014,431,78
2033,0,0,0
2034,442,160,0
2035,1084,952,40
2036,237,1273,223
2037,285,0,0
2038,479,726,70
2039,161,139,143
2040,253,75,305
2041,243,881,5
2042,135,176,0
2043,827,2171,0
2044,541,1971,180
2045,463,1965,0
2046,671,233,18
2047,271,0,0
2048,80,829,153
2049,144,589,182
2050,370,116,148
2051,0,0,0
2052,183,701,123
2053,177,327,0
2054,1161,1455,64
2055,0,1431,80
2056,302,1881,91
2057,1012,0,115
2058,415,1158,57
2059,650,0,0
2060,406,0,115
2061,120,302,68
2062,0,1848,0
2063,446,360,0
2064,80,2361,223
2065,71,1311,190
2066,183,337,133
2067,1020,1942,0
2068,1266,1204,0
2069,450,0,140
2070,196,2664,97
2071,0,1012,17
2072,544,764,178
2073,1034,0,149
2074,277,1962,77
2075,0,1278,61
2076,619,1394,63
2077,736,220,131
2078,0,1605,0
2079,435,1686,103
2080,537,54,0
2081,342,0,201
2082,74,1345,115
2083,748,0,0
2084,219,901,66
2085,0,282,0
2086,0,2003,219
2087,839,339,232
2088,599,1888,132
2089,402,213,225
2090,205,1777,74
2091,172,2872,140
2092,0,0,189
2093,208,1046,57
2094,0,3582,65
2095,95,813,158
2096,253,808,127
2097,596,1558,0
2098,354,787,0
2099,665,0,39
2100,872,1913,0
2101,764,0,0
2102,544,314,0
2103,374,1991,0
2104,3,376,146
2105,645,28,169
2106,995,1652,112
2107,497,0,126
2108,1084,0,128
2109,0,1028,0
2110,0,555,59
2111,688,0,0
2112,468,1402,112
2113,859,1224,0
2114,363,373,38
2115,46,443,116
2116,289,1230,0
2117,0,1973,161
2118,0,452,112
2119,732,1420,98
2120,694,1328,133
2121,504,1652,19
2122,0,785,74
2123,235,0,59
2124,0,267,56
2125,808,1098,0
2126,151,2622,0
2127,0,244,21
2128,380,1575,16
2129,130,406,0
2130,922,858,149
2131,95,2309,0
2132,0,1533,39
2133,0,0,183
2134,358,153,155
2135,160,2041,188
2136,0,891,0
2137,812,0,142
2138,618,0,0
2139,359,1471,28
2140,878,1771,38
2141,616,763,0
2142,62,3300,19
2143,0,1595,5
2144,674,493,0
2145,517,0,150
2146,432,0,38
2147,54,1091,79
2148,596,240,75
2149,87,2472,63
2150,331,2258,68
2151,908,1398,25
2152,123,0,210
2153,0,50,139
2154,0,2041,60
2155,740,163,10
2156,464,1903,45
2157,321,1234,102
2158,179,798,219
2159,550,19,0
2160,53,647,128
2161,483,940,179
2162,97,1810,0
2163,34,0,38
2164,131,473,0
2165,229,791,104
2166,351,1428,19
2167,457,0,44
2168,0,0,13
2169,68,1440,135
2170,223,0,82
2171,930,2071,82
2172,0,583,75
2173,430,0,119
2174,926,248,29
2175,0,1136,240
2176,516,194,0
2177,70,765,0
2178,181,1508,0
2179,70,535,0
2180,96,0,130
2181,1384,436,117
2182,684,2205,187
2183,780,2484,0
2184,552,0,138
2185,0,1871,64
2186,516,1003,75
2187,769,1698,125
2188,51,176,0
2189,729,0,335
2190,632,1348,201
2191,1059,0,0
2192,213,0,0
2193,0,0,48
2194,234,1365,77
2195,904,888,172
2196,0,1552,0
2197,0,1435,88
2198,402,310,0
2199,204,671,104
2200,372,216,46
2201,721,527,266
2202,163,0,0
2203,0,1147,205
2204,1131,1854,0
2205,0,0,0
2206,0,2067,0
2207,781,861,84
2208,226,993,0
2209,345,0,0
2210,549,0,79
2211,773,893,106
2212,245,1560,62
2213,936,51,40
2214,0,2469,254
2215,652,1503,73
2216,56,0,144
2217,881,776,73
2218,422,3302,0
2219,118,0,117
2220,616,1290,0
2221,702,411,48
2222,608,1474,90
2223,0,2053,0
2224,189,345,0
2225,368,1900,155
2226,354,3038,0
2227,649,813,0
2228,0,1555,75
2229,494,135,16
2230,261,764,102
2231,57,562,52
2232,92,1567,79
2233,289,1988,0
2234,0,631,78
2235,108,2328,176
2236,43,2324,0
2237,568,1619,156
2238,69,211,52
2239,289,113,136
2240,944,0,71
2241,740,1724,54
2242,705,0,95
2243,183,1443,188
2244,572,0,83
2245,282,1595,109
2246,296,762,18
2247,522,2121,226
2248,147,1923,126
2249,926,2226,66
2250,309,2253,44
2251,600,893,163
2252,912,0,0
2253,754,0,0
2254,0,0,65
2255,535,0,185
2256,686,815,229
2257,702,166,46
2258,0,558,62
2259,124,1253,113
2260,740,430,29
2261,85,0,113
2262,257,689,48
2263,957,0,166
2264,351,465,135
2265,98,2131,145
2266,42,465,36
2267,493,2573,264
2268,0,2222,110
2269,277,146,84
2270,493,0,0
2271,853,690,47
2272,618,1935,70
2273,103,238,0
2274,808,1682,26
2275,257,1992,40
2276,0,0,64
2277,305,46,0
2278,905,1480,43
2279,431,901,17
2280,374,36,55
2281,979,381,169
2282,0,671,278
2283,0,0,130
2284,0,1535,0
2285,508,250,20
2286,431,0,122
2287,944,720,110
2288,460,0,164
2289,218,2488,47
2290,370,140,19
2291,413,0,246
2292,0,1269,64
2293,1379,62,0
2294,563,0,216
2295,447,1270,0
2296,598,0,0
2297,634,0,140
2298,317,2526,155
2299,134,1343,102
2300,593,471,0
2301,513,741,51
2302,67,1267,28
2303,898,1749,0
2304,478,0,209
2305,641,1122,0
2306,888,221,92
2307,377,549,186
2308,487,910,99
2309,671,737,191
2310,99,1504,118
2311,389,1247,104
2312,416,0,97
2313,13,0,123
2314,1233,363,16
2315,0,2632,0
2316,0,0,160
2317,859,529,182
2318,635,190,85
2319,0,172,0
2320,595,928,0
2321,916,2191,67
2322,358,1215,0
2323,1338,0,0
2324,0,3587,55
2325,628,825,0
2326,804,148,95
2327,701,2202,40
2328,293,260,0
2329,261,2461,0
2330,535,0,0
2331,673,2221,0
2332,594,952,0
2333,757,2077,22
2334,0,2708,0
2335,284,0,40
2336,19,2062,83
2337,225,0,0
2338,748,0,103
2339,409,0,0
2340,1341,1264,0
2341,441,778,45
2342,391,572,131
2343,409,895,151
2344,131,1355,231
2345,348,1434,17
2346,790,1874,44
2347,412,2623,0
2348,73,722,0
2349,24,206,82
2350,201,1378,0
2351,397,0,190
2352,814,43,0
2353,0,1776,110
2354,250,616,0
2355,423,0,0
2356,0,0,115
2357,58,795,0
2358,116,1923,2
2359,72,1910,0
2360,441,859,249
2361,309,2819,0
2362,162,636,63
2363,529,601,36
2364,1011,0,81
2365,980,282,0
2366,0,1624,36
2367,584,2359,100
2368,303,0,0
2369,427,1222,175
2370,221,1825,185
2371,413,756,123
2372,426,0,65
2373,153,1000,0
2374,35,1530,103
2375,202,0,16
2376,456,482,31
2377,592,0,0
2378,687,0,111
2379,185,1805,0
2380,475,740,70
2381,728,2394,155
2382,804,1629,7
2383,347,379,188
2384,287,658,0
2385,440,1329,122
2386,0,1743,0
2387,297,1077,168
2388,647,1886,152
2389,608,438,108
2390,268,0,15
2391,450,677,0
2392,62,956,16
2393,631,0,177
2394,340,0,72
2395,266,1206,0
2396,234,325,0
2397,346,573,192
2398,202,373,110
2399,614,2314,0
2400,222,2047,0
2401,963,0,0
2402,915,194,0
2403,37,1622,41
2404,395,1366,321
2405,127,701,0
2406,247,0,38
2407,1116,40,199
2408,254,211,138
2409,503,1030,42
2410,571,2503,42
2411,0,35,0
2412,50,0,29
2413,0,632,84
2414,39,1810,176
2415,0,0,0
2416,572,2245,37
2417,1135,567,0
2418,424,0,82
2419,0,0,142
2420,129,1474,125
2421,198,568,0
2422,0,921,73
2423,690,0,0
2424,671,415,166
2425,0,242,40
2426,639,640,0
2427,938,53,34
2428,1078,0,107
2429,1437,3562,84
2430,33,0,3
2431,1422,932,0
2432,237,0,0
2433,148,0,15
2434,491,845,0
2435,152,924,162
2436,518,2047,0
2437,0,1157,71
2438,280,590,63
2439,848,0,159
2440,348,2292,175
2441,422,1703,132
2442,546,0,96
2443,805,783,0
2444,0,893,0
2445,587,387,0
2446,269,1541,138
2447,431,1603,65
2448,764,548,151
2449,0,454,165
2450,0,2292,0
2451,0,1707,61
2452,164,819,56
2453,865,0,22
2454,324,1099,0
2455,0,1465,185
2456,188,0,63
2457,0,1004,59
2458,0,314,0
2459,514,516,130
2460,0,0,0
2461,784,591,106
2462,343,2182,109
2463,401,283,13
2464,265,1741,92
2465,657,0,78
2466,661,1528,53
2467,494,746,59
2468,580,1108,64
2469,290,752,72
2470,571,1407,64
2471,243,0,0
2472,370,0,41
2473,267,1175,86
2474,199,0,68
2475,112,196,160
2476,543,688,124
2477,858,0,0
2478,806,30,40
2479,0,1025,24
2480,850,1786,57
2481,250,0,57
2482,593,150,123
2483,31,0,77
2484,422,0,190
2485,486,891,83
2486,0,1709,0
2487,596,1794,7
2488,871,0,122
2489,304,0,0
2490,876,767,0
2491,298,1601,59
2492,686,904,160
2493,0,1043,198
2494,1271,1923,34
2495,927,0,172
2496,263,517,65
2497,0,2432,0
2498,476,541,57
2499,0,0,0
2500,535,53,156
2501,523,0,55
2502,18,1113,0
2503,787,0,0
2504,669,1024,55
2505,733,0,0
2506,372,0,2
2507,0,1061,82
2508,734,898,0
2509,268,1279,164
2510,0,49,186
2511,873,0,0
2512,1152,1159,26
2513,354,2313,164
2514,1174,756,57
2515,403,1183,0
2516,227,412,42
2517,134,0,0
2518,979,1743,177
2519,78,1682,123
2520,643,1478,24
2521,161,556,73
2522,198,1361,0
2523,753,1667,0
2524,227,2417,224
2525,218,1765,63
2526,791,810,157
2527,965,0,83
2528,609,905,199
2529,125,1009,0
2530,179,1476,37
2531,399,2142,234
2532,489,646,160
2533,1,2914,200
2534,639,0,57
2535,401,1177,0
2536,0,0,0
2537,23,0,0
2538,181,536,144
2539,342,0,113
2540,1073,578,50
2541,458,780,112
2542,56,1899,73
2543,451,0,161
2544,238,1682,160
2545,490,846,0
2546,586,1807,87
2547,820,298,0
2548,360,0,72
2549,980,0,122
2550,708,0,0
2551,105,1238,13
2552,1193,2269,59
2553,491,161,83
2554,58,1394,28
2555,985,0,0
2556,1144,930,52
2557,357,1435,0
2558,181,0,33
2559,305,534,10
2560,636,1483,43
2561,845,0,0
2562,582,2123,0
2563,407,1109,18
2564,928,1484,158
2565,252,318,193
2566,753,0,320
2567,262,1296,239
2568,530,659,0
2569,327,777,14
2570,348,1867,55
2571,228,1531,48
2572,870,2728,65
2573,96,903,316
2574,93,31,0
2575,1160,550,0
2576,734,1173,234
2577,0,1793,0
2578,158,0,100
2579,0,753,169
2580,15,2406,110
2581,0,496,78
2582,318,1706,158
2583,0,1253,0
2584,391,1731,4
2585,0,0,115
2586,400,0,0
2587,214,765,210
2588,929,0,90
2589,895,466,74
2590,662,1005,0
2591,247,2587,0
2592,1109,1160,15
2593,0,1390,144
2594,0,1947,0
2595,338,0,142
2596,1209,574,19
2597,294,3249,34
2598,301,663,85
2599,0,1897,87
2600,722,1739,0
2601,724,0,125
2602,663,1065,0
2603,135,896,9
2604,106,1085,74
2605,0,0,21
2606,400,0,0
2607,0,253,139
2608,0,643,0
2609,211,1968,50
2610,187,2621,74
2611,169,2186,60
2612,543,1632,183
2613,399,0,52
2614,262,322,104
2615,437,961,52
2616,0,91,123
2617,408,1340,207
2618,425,1488,72
2619,0,1298,142
2620,740,1803,214
2621,41,0,203
2622,403,1707,16
2623,803,26,169
2624,714,0,84
2625,382,1294,178
2626,234,2000,119
2627,722,1248,87
2628,621,766,104
2629,139,1065,85
2630,73,885,89
2631,0,0,41
2632,427,0,31
2633,338,663,247
2634,793,827,109
2635,503,756,0
2636,866,1442,28
2637,109,522,171
2638,793,1326,0
2639,172,595,0
2640,659,2627,0
2641,0,828,0
2642,457,3161,0
2643,0,1108,0
2644,270,524,206
2645,533,0,53
2646,175,0,19
2647,0,0,0
2648,685,0,42
2649,331,1152,0
2650,187,201,18
2651,385,937,279
2652,1352,2068,129
2653,799,654,35
2654,802,2891,133
2655,531,0,2
2656,431,589,0
2657,0,187,241
2658,116,1711,0
2659,190,0,20
2660,0,0,90
2661,0,633,0
2662,0,2346,127
2663,355,977,25
2664,674,0,129
2665,782,0,121
2666,524,2472,31
2667,10,103,241
2668,0,0,0
2669,0,2270,202
2670,0,1788,184
2671,38,2060,248
2672,310,0,76
2673,0,0,0
2674,495,882,281
2675,283,1090,22
2676,373,1121,0
2677,794,2271,37
2678,0,0,0
2679,525,1632,114
2680,364,0,0
2681,245,1628,27
2682,699,254,162
2683,697,0,125
2684,16,115,59
2685,301,0,76
2686,474,786,59
2687,267,0,11
2688,587,1556,57
2689,474,1405,110
2690,1052,2487,44
2691,0,1123,103
2692,323,1282,0
2693,30,2190,0
2694,594,96,0
2695,0,0,0
2696,498,951,196
2697,134,0,136
2698,95,3278,0
2699,0,2247,105
2700,196,2979,16
2701,773,809,0
2702,360,1313,0
2703,603,270,162
2704,990,1656,0
2705,467,0,52
2706,161,0,0
2707,543,0,141
2708,166,0,22
2709,181,2270,43
2710,0,2619,47
2711,714,0,90
2712,225,2078,59
2713,437,1727,53
2714,0,0,2
2715,532,341,0
2716,85,145,0
2717,316,1517,135
2718,696,0,25
2719,664,642,0
2720,361,36,0
2721,0,1233,0
2722,1485,520,0
2723,1020,192,153
2724,638,524,0
2725,88,2847,101
2726,327,314,0
2727,167,0,126
2728,840,1347,20
2729,467,596,0
2730,77,0,29
2731,194,3048,255
2732,787,380,250
2733,966,354,110
2734,939,909,43
2735,651,2531,90
2736,275,0,92
2737,0,1029,53
2738,480,2899,105
2739,368,877,80
2740,421,0,24
2741,389,106,0
2742,0,958,8
2743,577,2118,143
2744,605,394,54
2745,623,1598,90
2746,722,0,27
2747,594,0,0
2748,216,246,32
2749,343,2229,0
2750,403,815,0
2751,409,1043,187
2752,741,1031,12
2753,609,1890,0
2754,1143,114,231
2755,1192,1455,145
2756,399,0,18
2757,0,2792,104
2758,830,0,32
2759,168,0,0
2760,70,1312,109
2761,221,827,23
2762,203,1082,66
2763,597,979,167
2764,0,0,155
2765,0,2410,0
2766,497,1667,110
2767,601,2147,0
2768,608,199,106
2769,76,1174,74
2770,4,948,98
2771,180,1909,26
2772,459,1942,281
2773,923,944,0
2774,0,0,162
2775,287,2582,0
2776,0,1318,112
2777,0,116,119
2778,730,1164,64
2779,572,0,4
2780,537,1834,73
2781,712,0,86
2782,190,516,250
2783,208,997,0
2784,1184,1817,0
2785,277,854,88
2786,643,1400,30
2787,371,715,47
2788,0,711,173
2789,0,833,0
2790,153,549,0
2791,763,0,0
2792,663,0,0
2793,710,997,316
2794,1,487,122
2795,971,583,160
2796,9,410,49
2797,448,0,139
2798,365,235,0
2799,304,427,169
2800,868,750,0
2801,106,1150,1
2802,0,558,112
2803,377,0,92
2804,220,0,67
2805,1628,3426,0
2806,621,0,68
2807,217,209,161
2808,0,1278,0
2809,0,1117,199
2810,0,1282,0
2811,412,287,58
2812,901,991,222
2813,787,808,0
2814,454,422,171
2815,249,998,270
2816,469,1834,76
2817,176,721,1
2818,1010,728,0
2819,299,1847,198
2820,337,1737,195
2821,0,2380,213
2822,296,0,54
2823,681,1679,169
2824,0,1365,52
2825,89,0,0
2826,665,1004,178
2827,0,1830,233
2828,763,0,0
2829,171,1201,0
2830,224,1644,62
2831,0,0,160
2832,510,597,0
2833,1286,1055,82
2834,660,0,0
2835,47,0,133
2836,792,605,0
2837,251,1572,140
2838,881,1409,41
2839,670,0,0
2840,0,1418,64
2841,0,0,0
2842,721,0,0
2843,426,365,94
2844,0,1904,0
2845,133,1422,0
2846,0,743,0
2847,336,314,200
2848,1193,342,49
2849,669,857,0
2850,1186,0,159
2851,698,385,14
2852,752,522,86
2853,1105,0,60
2854,510,0,7
2855,299,1168,89
2856,754,754,141
2857,911,425,38
2858,190,0,8
2859,100,2372,21
2860,421,0,0
2861,679,1004,88
2862,667,241,0
2863,0,782,125
2864,1082,1217,48
2865,130,0,69
2866,270,737,133
2867,33,1974,0
2868,1375,2563,97
2869,459,610,86
2870,52,787,38
2871,691,3028,0
2872,656,1916,122
2873,299,107,133
2874,682,105,70
2875,61,1732,0
2876,185,0,1
2877,0,1867,51
2878,0,1089,132
2879,1043,1279,0
2880,981,479,0
2881,394,94,14
2882,989,2254,49
2883,309,489,0
2884,278,320,34
2885,390,662,24
2886,323,944,0
2887,289,0,45
2888,795,161,0
2889,425,106,111
2890,635,1617,0
2891,754,0,67
2892,514,0,0
2893,7,0,0
2894,0,0,90
2895,425,2150,83
2896,305,761,13
2897,402,1262,29
2898,363,1298,0
2899,1332,802,208
2900,0,667,131
2901,0,1823,128
2902,493,895,0
2903,229,2189,0
2904,487,1385,22
2905,587,106,0
2906,848,231,153
2907,0,0,214
2908,162,2001,279
2909,529,326,0
2910,656,0,70
2911,1187,1074,200
2912,725,644,30
2913,348,1048,0
2914,37,2696,0
2915,159,1687,179
2916,148,772,56
2917,613,0,0
2918,465,228,88
2919,0,1478,74
2920,207,0,76
2921,696,2955,34
2922,500,759,232
2923,581,795,43
2924,512,56,232
2925,975,1257,118
2926,457,0,95
2927,225,2980,45
2928,28,2104,162
2929,462,1761,70
2930,0,0,0
2931,300,956,0
2932,292,1993,103
2933,0,1357,0
2934,23,0,51
2935,671,73,171
2936,455,278,90
2937,407,121,0
2938,483,2323,209
2939,404,0,116
2940,832,1422,167
2941,415,0,0
2942,0,0,93
2943,977,0,148
2944,507,177,240
2945,149,2304,0
2946,0,1018,187
2947,517,0,234
2948,325,1794,0
2949,956,2016,109
2950,240,852,124
2951,57,2845,22
2952,703,1593,5
2953,714,1449,129
2954,432,0,0
2955,621,1392,34
2956,355,968,145
2957,456,1281,246
2958,803,37,115
2959,602,877,72
2960,306,0,2
2961,873,0,0
2962,0,1775,177
2963,1134,0,41
2964,0,855,181
2965,135,1088,22
2966,354,1081,0
2967,314,452,103
2968,744,1024,49
2969,0,1231,0
2970,466,1503,253
2971,154,2534,0
2972,479,986,157
2973,345,810,148
2974,404,0,0
2975,164,1194,0
2976,179,1433,25
2977,476,546,0
2978,721,1307,243
2979,146,442,36
2980,45,1437,153
2981,598,1687,113
2982,357,1672,86
2983,679,866,62
2984,31,0,190
2985,0,112,0
2986,170,1359,243
2987,83,3273,0
2988,340,392,142
2989,132,1215,0
2990,645,170,24
2991,262,0,68
2992,425,46,5
2993,428,0,38
2994,442,2142,0
2995,360,0,0
2996,559,472,111
2997,72,0,61
2998,891,0,0
2999,281,2166,200
3000,0,952,0
3001,439,0,19
3002,52,136,3
3003,617,0,124
3004,1193,699,63
3005,76,923,46
3006,493,2701,0
3007,0,0,151
3008,538,708,34
3009,39,418,70
3010,136,1722,0
3011,0,1111,0
3012,642,1354,219
3013,745,1101,0
3014,378,0,0
3015,47,1995,217
3016,962,1569,126
3017,89,1690,23
3018,0,2049,191
3019,540,1176,106
3020,0,2273,83
3021,738,1134,82
3022,227,518,108
3023,594,737,112
3024,892,720,293
3025,0,208,37
3026,158,2429,40
3027,341,1050,0
3028,942,842,52
3029,124,1145,258
3030,147,3821,163
3031,547,0,0
3032,154,0,61
3033,426,0,0
3034,0,504,0
3035,1195,998,74
3036,0,264,4
3037,249,187,0
3038,357,891,110
3039,1082,226,49
3040,0,1065,0
3041,1109,1895,0
3042,651,1443,0
3043,525,1654,0
3044,2,1866,0
3045,582,1036,179
3046,99,580,47
3047,841,0,29
3048,7,340,37
3049,327,204,0
3050,162,1500,102
3051,1,1102,44
3052,645,1464,0
3053,569,0,0
3054,820,2223,0
3055,0,303,14
3056,766,0,32
3057,1303,291,11
3058,201,3309,64
3059,1076,344,49
3060,271,409,82
3061,0,546,159
3062,255,591,121
3063,760,0,160
3064,57,892,0
3065,145,1855,3
3066,590,1069,128
3067,370,0,130
3068,587,389,0
3069,458,175,123
3070,548,799,0
3071,208,2118,109
3072,455,591,55
3073,23,653,0
3074,849,2580,11
3075,133,1649,292
3076,790,1337,79
3077,282,2766,305
3078,444,1250,0
3079,185,0,138
3080,0,1604,0
3081,0,0,58
3082,0,1211,125
3083,248,0,148
3084,448,262,0
3085,746,369,169
3086,203,0,0
3087,40,384,40
3088,0,1810,11
3089,548,7,0
3090,885,1307,226
3091,841,0,63
3092,634,549,174
3093,607,1079,170
